Arabic Reviews,polarity
ممتاز  شكرا سوق  ,0.0
لا يحتوي علي كابل Micro Usb  ,0.0
لم اواجه سلبيات  ,0.0
مره روعه كثير حبيتها  ,0.0
انصح بعدم شراءها نوع السلعه غير جيد واحدي السماعات لاتعمل بالاضافه سلك الشحن  ,0.0
لايصلح ابدا  ,0.0
ممتاز جدا لكن يحتاج لشاشه حمايه ما تشتريه  ,0.0
اشكر الباءع لان المنتج راءع والتجربه معه ممتازه  ,0.0
منتج راءع ممتاز عملي جودته عاليه سعره مناسب   ,0.0
يتغير لون الكفر بعد فتره يتحول عسلي  ,0.0
الصوت عندي ضعيف فقط  ,0.0
التسعيره بالموقع 26 وعند الاستلام 46 من ارامكس  ,0.0
باور بنك عملاق  ,0.0
صوت الشاشه غير طبيعي خالص منخفض  ,0.0
ممتاز جدا وليس هناك عيوب في العلبه او الجهاز  ,0.0
توصيل سريع منتج جديد خالي من العيوب  ,0.0
بببببببطططططل ل ابعد درجه ما شاء الله  ,0.0
الشاشه صغيره  ,0.0
الشكل جميل واداءه جيد جدا   والصوره حلوه   وعملي وسهل الاستخدام  المهم تظبيط الدش كويس ولو اني اشتريت بالسعر العالي من اقل من شهرين  ,0.0
جيده جدا لكن مع التركيب السليم  ,0.0
مطابق للوصف لكن غير موضح ضمان الوكيل  ,0.0
طلع بلاستيك كنت افكرو زجاج  ,0.0
سعر جيد وجهاز ممتاز  ,0.0
تاتش الشاشه ثقيل في الجهه اليسري  ,0.0
سء جدا  جوده سيءه  ,0.0
الصوت مش بطال لو الدنيا هدوء  ,0.0
ما شفت فيه عيب سعره مناسب  ,0.0
غالي سعره  ,0.0
اصلي انصح  ,0.0
ممتاز جدا وروعه اصلي  ,0.0
جيد ومناسب لسعره  ,0.0
يعمل بشكل ممتاز  ,0.0
راءعا وافضل بالنسبه للصوه  ,0.0
ممتاز وتاكدت من موقع ابل ان الجهاز جديد وليس مجدد  ,0.0
الكاميره سيءه   ,0.0
جودته سيءه واكبر بملي من شاشه الموبايل ومش بيخلي الكوفر يقفل كويس وبيعمل هوا من تحتيه  ,0.0
منتج ممتاز وباءع محترم وخدمه عملاء ممتازه وتوصيل سريع جدا جدا جدا في اقل من 24 ساعه   شكرا جزيلا سوق دوت كوم لم تظهر لي سلبيات حتي   والحمد لله   ما شاء الله لا قوه الا بالله  ,0.0
سعته ولونه والضمان كله تمام ماشاء الله  ,0.0
تليفون ممتاز والسعر منافس والتوصيل سريع  ,0.0
سعره حلو كويس كخامه  ,0.0
اخترته لانه حلو  ,0.0
اعجبني جدا  ,0.0
عملت علي الفور  الجهاز صغير ورفيع للغايه  تناسب تماما في فون 7 وتطابق لون هيءه الهاتف بحيث لا تبدو خارج المكان  انا وضعت علي شاحن Chotech اللاسلكي الخاص وبدات في الشحن علي الفور  ان جهاز iPhone الخاص يتناغم بمجرد ان الشحنه ممتلءه   علي ان اتذكر ان اخرجه من الشاحن قبل ان اذهب السرير   ,0.0
خامه محترمه بسعر مناسب  ,0.0
اشكر سوق كوم علي حسن المصداقيه  ,0.0
المنتج مغلق جيدا  ,0.0
جيد جدا   قيمه مقابل سعر  ,0.0
جراب جميل ونفس المواصفات  ,0.0
حلو جدا بس شوفته في site تاني بسعر اقل  ,0.0
سرعه الخراب  ,0.0
انصح بشراءه  ,0.0
الباور يجنن يجماعه ما شاء الله اصلي سنتين الحين معايه اشكر سوق كوم وسرعه الشحن خلال يومين يوصل  ,0.0
تحفه جدا منتظره الفاتوره الصريبيه  ,0.0
الجراب جميل جدا  ,0.0
منتج ممتاز جدا شكرا  ,0.0
منتج ممتاز وينقل الصوت وشاحنات في نفس الوقت  ,0.0
سرعه في التوصيل والجهاز بنفس المواصفات المذكوره شكرا لكم  ,0.0
البضاعه ممتازه وسرعه في التوصيل  ,0.0
منتج محدود جدا عكس التوقع  ,0.0
سعر مرتفع وامكانياته متواضعه   وزنه ثقيل جدا  ,0.0
مءدي للغرض  ,0.0
كل شيء  ,0.0
نوعيه جيده حقا انا احب  ,0.0
المميزات  سرعه الشحن السلبيات   عدم معرفه موصل الشحنه التحدث باللغه العربيه  ,0.0
ممتازه صوتها نقي جدا  ,0.0
شكله فخم وجودته ممتازه جدا ولا يزيد من حجم الجهاز وتقدر تستخدم الازرار بسهوله  ,0.0
موبايل ممتاز في الفءه المتوسطه شكله جميل مع تصميم راءع بالنوتش الجديد  ,0.0
ممتاز واصلي شكرا  ,0.0
ممتاز ورخيص  ,0.0
بالنسبه للجهاز ممتاز  ,0.0
جهاز راءع وسرعه بالتوزيد  ,0.0
جيد جدا ومناسب جدا للسعر  ,0.0
لم تكمل العام واضطررت لالقاءها في سله المهملات  ,0.0
خامات رديءه بعض الشيء لكن تفي بالغرض  ,0.0
اقيم الخدمه بانها اكثر من راءعه  ,0.0
تحفه فنيه  ,0.0
المنتج جدا راءع   والتوصيل في وقت قياسي    ,0.0
جميل جدا ومساحه الذاكره فيه 128ج   ,0.0
جديد اصلي وقت التوصيل خلال 3 ايام  ,0.0
القوه   المتانه   الكاميرا   النظام   السعر  بصراحه كله ايجابيات  ,0.0
غلاف قوي جدا انصح به  ,0.0
الجهاز خرافي وممتاز وانصح باستخدامه   ,0.0
قد يكون كبير الحجم بعض الشيء  ,0.0
شراء السلعه بكامل المواصفات والحرص المميز في التغليف واشكرهالموزع علي لباقته    ,0.0
جميل جدا طلبته امس ووصل  هديه لامي كبير وخفيف وعليه ضمان اكسيوم  ,0.0
سامسونج ووتش جالليليو 46 ملم ممتازه للغايه  ,0.0
منتج محترم جدا  ,0.0
الجود سيه  ,0.0
جهاز راءع جدا   وانصح باقتناءه   السعر افضل من السوق بكثييير  ,0.0
لانه سيء  ,0.0
تليفون جيد جدا    راضي جدا عن المنتج  ,0.0
الشكل فقط  ,0.0
ثقه وسرعه  ,0.0
جوده سيء  ,0.0
ممتاز ومضمون وسعر منافس جدا  ,0.0
راءع جبته هديه ل ماما  ,0.0
جديد وممتع  ,0.0
جوده سيءه وحده شغاله بس وباين ماهي اصلي  ,0.0
الجهاز جدا كويس للي متعود علي البلاس  ,0.0
مطابق للمنتج الاصلي  شكرا  ,0.0
احسن جراب شفاف شوفته  ,0.0
كويس جدا  ,0.0
حلو جدا وزي المواصفات   شكرا سوق لافضل سعر  ,0.0
جوده جميله بس تاخير في الشحن  ,0.0
صوت ولا اروع وسعر مناسب جدا  ,0.0
جميل بيه وو جميل  ,0.0
من افضل المنتجات اشتريتها وبوقت قياسي  ,0.0
جات مكسوره  ,0.0
الجهاز بوضع عام جيد  ,0.0
اصليه وجوده ممتازه شكرا للباءع  ,0.0
عدم توفر الشاحن السريع في الصندوق  ,0.0
سعره غالي  ,0.0
اختيار جيد سرعه في التوصيل  ,0.0
سي جدا جدا  ,0.0
شكرا لكم كان منتج وسعر جيد  ,0.0
كله علي بعضه مالقيت عيب ابدا  ,0.0
المنتج لاباس به  ,0.0
منتج مناسب لسعر  ,0.0
شكرا سوق كوم شكرا للباءع وصلني المنتج سريعا  ,0.0
افضل ساعه ذكيه اشتريتها من ناحيه الخدمات الرياضيه والشكل الجذاب والبطاريه والمميزات الراءعه والدقيقه  ,0.0
اضيق من مقاس الشاشه بحاجه بسيطه  ,0.0
جهاز فوق الراءع في كل شيء  ,0.0
سرعه المعالج والبصمه  ,0.0
ممتاز دا  ,0.0
راءعه كماتيريال ولكن اللون افتح قليلا من الصوره ماءل الاحمر اكثر  ,0.0
موبيل سريع    بطاريه خرافيه    سعره مناسب  ,0.0
سعره معقول مواصفاته عاليه  ,0.0
انصح الجميع بالشراء باءع موثوق والتوصيل سريع  ,0.0
ممتاز جدا ويستحق الشراء  ,0.0
ممتاز وشيك اوي ويستحمل الصدمات     ,0.0
جدا ممتاااز  ,0.0
شاحن سريع وفعلا بيدعم الشحن السريع  ,0.0
الكاميرا المزدوجه والتصميم الراءع والسرعه العاليه  ,0.0
جوده راءعه  ,0.0
لا يشمل التوصيل المجاني  ,0.0
عملي وممتاز انصح به   ,0.0
جميل اوي  ,0.0
شريحه واحده  ,0.0
نفس المواصفات  ,0.0
جوده سيءه مع الاسف شحن يطول  ,0.0
ممتاز      ,0.0
ممتاز سريع في شحن الموبايل  ,0.0
سرعه التوصيل ودقه الوقت وعليه ضمان اكسيوم تليكوم  شكرا لكم تجربه جميله  ,0.0
تليفون عملي  ,0.0
اداء جيد جدا  سعر مناسب  ,0.0
احسن موبايل في السوق  ,0.0
ممتاز مقارنتا بالسعر  ,0.0
سيء جدااااااا  ,0.0
كموديل قديم كويس جدا   ,0.0
جيده جدا بالنسبه للسعر  ,0.0
شاشه جميله وصوره روعه  ,0.0
نفس الجوده ونفس الطلب وووقت التوصيل كل شي جميل    ,0.0
الشاحن من اسبوع خرب  ,0.0
خفيفه اوي  ,0.0
الجراب متوافق تمام مع ال Iphone 6S وحاله الجراب تمام وقوي جدا  ,0.0
ممتاز جدا وعملي  ,0.0
منتج عالي الموصفات وتفوق علي سماعه اير بودز  ,0.0
الجهاز جيد لكن بطي بعض الشيء  ,0.0
سعر ممتاز بالمقارنه بالاسعار في الشركات الاخري ومرفق معه ضمان محلي وجراب واسكرينه  ,0.0
كويس حد ما  ,0.0
كفر للايفون بصراحه ممتاز وانيق وارخص من المحلات  ,0.0
وصف دقيق وسرعه في التوصيل واسعار معقوله  ,0.0
يعمل ولكن ليس للشحن السريع  ,0.0
شكرا جميل جدا  ,0.0
عملي جدا    وسعر بسيط  ,0.0
منتج يفي بالغرض وسعره جدا مناسب  ,0.0
المنتج راءع     والاروع هديه باقه الاكسسوارات المرفقه     والتوصيل سريع     ولكن للعلم فان الجوال خليجي وليس سعودي     ومع شكرا جزيلا لكم    ,0.0
منتج راءع وعملي ونسبه سعره ممتاز وامكانيات الجهاز رهيبه  ,0.0
خفيف الوزن ومناسب تماما لابعاد الجهاز  ,0.0
اصلي وسريع  ,0.0
غني عن التعريف سعره جدا مناسب وقت الشراء  ,0.0
الجهاز ممتاز والاصلي    شكرا    ,0.0
توسيع مجال التصوير   تصوير الاشياء الدقيقه  ,0.0
جهاز جامد  ,0.0
جيده علي حسب سعرها  ,0.0
غير حاميه للخصوصيه  ,0.0
مطابق للمواصفات وبسعر ممتاز  ,0.0
مواكب للتقنيه  ,0.0
بطاريه تكاد اصليه  ,0.0
لا انصح بيه اطلاقا  ,0.0
لانني انصح به من يريد هاتف سمارت متكامل وانيق وبسعر مناسب وشاشته بكامل الفون بدون مخرجات  ,0.0
سعره معقول  منتج جيد  ,0.0
الجهاز كويس لاكن الدفعات الاولي مشاكلها كثير  شالله يتحسن بالدفعات القادمه البطاريه ممتازه ولكن ليس كالمتوقع يعني استخدام مكثف ماتجلس ٤ ساعات ممكن  ,0.0
ممتاز جدا وسعر مناسب انصح به  ,0.0
جميل جدا ونفس الجوال طلبته  ,0.0
ممتاز به كل الميزات ارغب بها  ,0.0
لقد توصيلها بسرعه  مكتوب سوف تصل بعد 15   ولقد وصلت خلال يومين  ,0.0
خامته ممتازه وتوصيل سريع واللون راءع وكذالك سعره مناسب تماما  ,0.0
الخامه وحشه خلاص بتلم تراب  ,0.0
قليل الفاءده ولا انصح به  ,0.0
متوافق مع الموب بشكل راءع  ,0.0
شاحن اصلي ابيض 2 امبير سريع جدا  ,0.0
جيد ولكن السعر مبالغ فءه نسيبا  ,0.0
منتج اصلي ١٠٠    ,0.0
منتج ممتاز جدا   وتعامل راءع من الباءع والموقع في وقت الاستلام والشحن    ,0.0
ممتاز والله ياجوالي يطيح طيحات والحمد لله الكفر هاذا يتصدي للصدمات وافضل الالوان علي الاكس الابيض فقط  ,0.0
راءع شحن ممتاز  ,0.0
كل شي اصلي  ,0.0
جمييل ابعد درجه لكن مشكلته حجمه كبير مره وانصح فيه بصراحه وسامسونج كالعاده مبدعه في اجهزتها  ,0.0
خامه ممتازه مقابل السعر البسيط  ,0.0
سريع جدا كاميرا واضحه  ,0.0
جهاز جميل جدا بمواصفات لاتجاري من الاجهزه الاخري   الافضل بدون منازع  ,0.0
جوال جميل جدا  ,0.0
مواصفات جيده وسعر مقبول  ,0.0
جيد وجودتو عاليه بس السعر غير مناسب ابدا ابدا ابدا  ,0.0
جيد لكن سماكته اقل من المتوقع  ,0.0
تسبب خدوش لشاشه الجهاز  ,0.0
جوال متوسط الشكل جميل الاداء للهاتف ممتاز الكاميرا متوسط بشكل هام الهاتف جيد  ,0.0
سلعه جيده وسعر مناسب ولكنها غير مناسبه لجالكسي اس 8  ,0.0
التوصيل ممتاز قبل الموعد  ,0.0
جوال راءع ومميز واحسن من الايفون الجديد عن تجربه  ,0.0
خامتها جيدا  ,0.0
القفل اللي بنجركه عشان نطلع ماسكه الجوال انكسرت بتاني وعند محاول فك الكفر من الجوال لقيت ان الكفر نفسه بينخلع من نفسه الكفر تقيل وسمكه كبير ومكبر حجم الجوال ومضيع جماله  ,0.0
البطايه ضعيفه  ,0.0
سعر مناسب وصفقه جيده  ,0.0
خرب بعد شهر استخدام  ,0.0
الكاميرا الاماميه 12 ميغا وتعد كاميرا ابل افضل من غيرها في الاتصالات المرءيه  ,0.0
مناسب علي الشاشه  ,0.0
لايوجداي سلبيات في المنتج لا يوجد ممتاز  ,0.0
حجم الشاشه اصغر مما توقعت  ,0.0
وتمت التجربه  ,0.0
جيده جدا  ,0.0
جمييييل اخدتو لاطفالي واصلي وسعرو مرررره مناسب  ,0.0
المنتج ممتاز بشكل ماحد يتصوره اتمني من شركه امازون تصنع افياش جداريه كمان وباور بانك الجوده حقت الكيبل قويه وضد القطع والكسر والعفط وكل حاجه افضل من كيبل الوكاله بالنسبه لي ويدعم الايتونز والاشياء نصيحتي جربو المنتج وعلي شهادتي الله  ,0.0
منتج كويس والتوصيل ممتاز  ,0.0
خامه جيده نوعا ما  مش هينفع مع  screen protector  ليها حواف لازم صغيره  عشان ال  cover  ليه حواف علي بتمسك علي الشاشه من فوق  ,0.0
كفر ممتاز ناعم  ,0.0
خامه جيده  ,0.0
يضمن لك ان شاء الله اداء محترم جدا  ,0.0
جيد بالنسبه لسعره  ,0.0
ممتاز وعملي جدا  ,0.0
راءعه جدا وانصح بالشراء  ,0.0
السعر المرتفع  ,0.0
منتج ضمان وكيل انصح بالشراء  ,0.0
لا يتناسب مع الاشخاص احتياجات كبيره للتطبيقات  ,0.0
سء اخر حاجه  ,0.0
مرن وجوده عاليه  ,0.0
حمايه الجهاز من الخدوش  ,0.0
ممتاز له حول سنه مناسب لدخل المحدود  ,0.0
يوجد فيه الميزات  ,0.0
اصليه وارخص من الجميع  ,0.0
عدم وجود بصمه 2جيجا رام حجم النظام الكبيرجدا  ,0.0
المنتج اصلي 100 في 100  ,0.0
منتج ممتاز ومطبق للوصف  ,0.0
كنت ادور القطعه من زمان لان الماك بوك مافيه مخرج HDMI يمكن هناك وشوشه بسيطه جدا لا تلاحظ  ,0.0
جميل جدا وممتاز كسعر  ,0.0
100  genuine phone  a perfect gift for my parents  ,0.0
جدا ممتاز    ,0.0
صراحه تجربه مذهله  ,0.0
ما فيه سلبياات  ,0.0
وصلني السعر ممتاز السلعه راءعه بمعني الكلمه  ,0.0
كل شء تمام بس مافيه بصمه     ,0.0
جيد لولا التخزين السء  ,0.0
ماشاء الله كويس ومايعلق  ,0.0
راءع وسريع وحجمه مناسب وشكرا لموقع سوق لان الموبايل وصل قبل الميعاد المحدد بيومين  ,0.0
راءع قوي اللصق كما رقيق كي لا يترك سمك الملصوق به شريط فني عملي جدا  ,0.0
اسكرينه الساعه انصح بشراء المنتج خامه جيده ولا يءثر علي تاتش الشاشه ومتوافقه مع ساعه ابل ٤٢ ملي شكرا جزيلا  ,0.0
بتجير علي طول وفيها مربعات مش بتتمسح خالص تقريبا من الغلاف بتعها واتكسرت مع خبطه  ,0.0
نظام اكثر من راءع  ,0.0
كفر متين جدا ماسك في الموبايل حمايه ممتازه  ,0.0
راءع  ,0.0
موبايل حلو جدا جيبوه ولن تندموه   بس للاستسفسار اللصاقه اللي علي الشاشه ضد الكسر ام فقط حمايه ضد الخدوش العاديه    ,0.0
شكرا وبارك الله فيك علي سرعت اتوصل  ,0.0
الجوال راءع وخدمه توصيل فعلا سريعه  ,0.0
ممتاااااز في كل شي ونفس المواصفات المكتوبه  ,0.0
ممتازه لحمايه شاشه الجوال  ,0.0
جميل وخامه ممتازه  ,0.0
نوعيه جيده  ,0.0
منتاز جدا انصح به  ,0.0
جيد جدا  مقارنه بالسعر طبعا   ,0.0
لايوجد  ,0.0
100  Apple Product sealed in its box  Brand new and works great   ,0.0
بطاريه الجهاز افضل بطاريه صراحه تدوم كامل بالراحه  ,0.0
خدمه ممتازه ودقه في موعد التسليم  ,0.0
الماده المصنوع العده ضعيفه قليلا  ,0.0
جهاز جميل وهدايا جميله للطلب المسبق شكرا  ,0.0
انصح به ممتاز وسعر مناسب  ,0.0
الميموري ما شاء الله ممتاز جدا وسريع في النسخ والنقل شكرا  ,0.0
منتج جيد سعره مناسب  ,0.0
طول السلك مناسب وانعكاس الشاشه واضح  ,0.0
اللزق ضعيف جداااا  ,0.0
جوده حلوه وشحن سريع وتغليف راءع  ,0.0
ممتاز بس نصصيحه شوف حجم الجهاز قبل الشراء  ,0.0
اتكلم وامدح الباءع شكرا له علي امانته والسعر الممتاز اقل من جرير واكسترا والمتاجر    ولكن المنتج يحتاج تجربتي حتي اكتب ايجابياته وسلبياته  ,0.0
سماعه ممتازه لمستخدمين اجهزه ابل فقط  ,0.0
نفس النوع  ,0.0
بشكل عام جيد  ,0.0
ممتاز جهاز روعه  ,0.0
مافي سلبيات بس مشكلتكم انكم ماترسلوون الطلب حسب الاختيار الصح انا اخترت قطعتين لون اسود وصلتني قطعه اسود وقطعه لون فضي  ,0.0
ممتاز الصوت عالي جدا الشاشه كبيره البطاريه تدوم مده طويله شريحتين بالاضافه ذاكره اضافيه  الكاميرا لم اجربها صراحه  البصمه سيءه معروف لكن التعرف علي الوجه ممتاز حتي في الظلام يفتح الجوال  ,0.0
افضل هارد داخلي  ,0.0
شكله جميل وحبيت الكاميرا وخفيف وحجمه وسط وسهل الاستخدام والاجمل المساحه ممتازه  ,0.0
غايه في الروعه   ,0.0
جيد ومناسب للاطفال  ,0.0
لا يوجد غير ضعيف  ,0.0
شيك جدا  ,0.0
الكوفر ممتاز قوي جدا وبيحمي الموبابل    الوانه جميله    والداءره الخلفيه قويه جدا    ولكن يرجي استخدام اسكرينه خلفيه علشان مايجرحش ظهر الموبايل    Excellent At All  ,0.0
ممتاز والكمره ممتازه  ,0.0
سرعه في التوصيل مطابق للمواصفات  ,0.0
سهله الاستخدام جميله  ,0.0
شاحن ممتاز شكرا سوق  ,0.0
لايوجد سلبيات المنتج ممتاز يوصل بدري الغراض  ,0.0
ممتاز  حريييقه  ,0.0
حمايه وشكل انيق  ,0.0
التسليم سريع  ,0.0
التليفون جامد جدا انصح كل يشتري  ,0.0
مرهه بططططططططل يستاهل 100000009 نجمهه واللهي والسعر خورافييييي  ,0.0
خفيف وسريع جدا جدا لا يثقل ابدا  ,0.0
سيء سيء سيء سيء سيءسي  ,0.0
جهاز ممتاز جدا  ,0.0
ممتاز ونفس طلب  ,0.0
الجهاز اداءه متوسط لا يصلح للشغل العالي    يعني اخره اطفال او حريمي  ,0.0
عريض عن حجم الموبايل  ,0.0
لا باس بها تفي بالغرض  ,0.0
ممتاز ومطابق للمواصفات وشحن سريع  ,0.0
عدم وجود سماعه  ,0.0
ممتاز كما في الوصف بكامل ملحقاتها  ,0.0
بوجع عام جيد  ,0.0
انا اشكركم علي اسلوب التوصيل وعنجد زي ما في العرض  ,0.0
جيد جيدا  ,0.0
ممتازبس لوفيه شريحه  ,0.0
المنتج لا يوصف لكن ما اعجبني فيه السعر   نفس ما يباع في المتاجر الرسميه ومع استعمالي للكود شريته باقل   والتوصيل سريع بيومين فقط وصلت الشحنه  ,0.0
منتج ممتاز وسريع جدا  ,0.0
الاستلام الجهاز جميل  ,0.0
الجهاز ممتاز جدا التوصيل سريع  ,0.0
الضمان ما ادري وش نظامه  ,0.0
الموبيل ممتاز جدا والتعامل ما بعد البيع احسن حاجه  ,0.0
السرعه في الوصول الطلبيه  ,0.0
سيء جدا انصح بعدم شراءها مش يلتصق وغير كده ضعيفه جدا بتتكسر خساره حنيه واحد  ,0.0
انصح به بشده  ,0.0
ممتاز مشاءالله  ,0.0
سء جدا باظت بعد وقت حوالي شهر  ,0.0
كنت فاكره هيطلع مش تصلي عشان سعره اقل من السوق لاكن الجهاز برقم السريال موجود شركه سامسونج مره اجرب سامسونج الصراحه بس  ,0.0
الجهاز جبار بما تعنيه الكلمه  ,0.0
اكثر من راءع شكل خرافي  ,0.0
مافي سلبيات  ,0.0
انا اخترت المنتج لاني لم اجده لكن شكرا سوق علي المجهود  ,0.0
جميل ولكن الوزن ثقيل اشوي  ,0.0
ممتازه احسن من الازاز 100 مره  ,0.0
راءع جدا وانصح به الناس  ,0.0
جيد مقارنه بسعره ويجب استخدامه بدون اسكرينه زجاج  ,0.0
انصح كل شخص سبب يشتري جوال  يشتري هواوي ميت 20برو  ,0.0
السعر مبالغ فيه مقابل الجوده  ,0.0
لا يوجد   ,0.0
جوال ممتاز فعلا  ,0.0
جهاز سامسونج اس 8 بلس لا يعلي عليه ما شاء الله وانصح بتجربته    ,0.0
ماشاءالله جهاز ممتاز جدا  ,0.0
ممتاز جدا اصلي ومثل ماطلبته ووصل قبل الموعد المحدد للتوصيل  ,0.0
االسعر الضعف مقابل السعر الرسمي  ,0.0
لا اري فيه شي يستحق المبلغ والايفون كل فتره يرتفع سعره اتوقع بعد كم سنه اللي مامعه عشر الاف ماراح يقدر يشري ايفون  ,0.0
غير مرن نهاءيا والازرار تضغط عليها بصعوبه والسعر عالي مقابل الجوده  ,0.0
مممتاز وانصح فيه وشكرا سوق كوم  ,0.0
انصح المنتج قوي وعملي ويدوم معك  ,0.0
من افضل الاقراص بعد بحث وسءال اصحاب الخبره  وفعلا بعد تركيبه لم يخيب الظن  الجهاز ولله الحمد وكانه نهض من نوم  تغيرت سرعته جذريا   ,0.0
عجبني ماشاء الله  ,0.0
المنتج جيد وانصح بالتعامل مع الباءع     ,0.0
الجهاز راءع جدا امكانيات فوق المطلوب بطاريه ممتازه اداء عالي  ,0.0
سعره مناسب كحامي لشاشه  ,0.0
السماعه الخارجيه رديءه جدا  ,0.0
مطابق للمواصفات المطلوبه وبسعر مناسب  ,0.0
فيه ضل الداءره  ,0.0
خدمه ممتازه ومنتج ممتاز مطابق للمواصفات  ,0.0
الشاحن سء جداااا  ,0.0
ممتاز جدا  ,0.0
من شركه ابل  ,0.0
يحافظ علي الايبودز من السقطات  ,0.0
مش مظبوط علي شاشه الجوال  ,0.0
افضل جوال بسعر مناسب  ,0.0
جميل جدا خصوصا التصوير راءع  ,0.0
سعرها رخيص  ,0.0
راض جدا  ,0.0
جميل التصويييييييييييييييييييييير بها حبيت العدسه بالنسبه للسعر شي راااااااااالللاءع والبايع تعامله جييييييييييييد  ,0.0
جوده جيده جدا  مناسب للجهاز  سلعه مميزه  ,0.0
راءع كعاده ابل  ,0.0
لا يحمي الشاشه بالشكل الكافي  ,0.0
ممتاز   لايوجد ملاحظات اشكركم علي الثقه والمصداقيه وساستمر معكم  ,0.0
التهنيق والبطء في الجهاز بشكل عام  ,0.0
راءع افاداني جدا جدا  ,0.0
انصح به بشده  ,0.0
حجمها كويس  ,0.0
منتج ممتاز بصراحه   بس ممكن بطي شويه نظرا لانه 1 جيجا رام  ,0.0
كل شيء فيه حلوووو بس المشكله انو مو تطبيق اقدر احمله بس المنتج قمه الروعه وسهل الاستخدام  ,0.0
شكرا خدمه اكثر من راءعه  ,0.0
شكر سوق  ,0.0
حسن اخلاق ومعامله المندوب وسرعه التوصيل في الوقت المحدد يشكر عليها بصراحه  ,0.0
كويس جدان  ,0.0
بالمقارنه بالسعر لا توجد سلبيات  ,0.0
سلعه جيده واصليه  ,0.0
افضل اختيار في فءته    شكرا هواوي وسوق  ,0.0
جهاز جميل وسريع جدا في النت  ,0.0
راءع بالنسبه لسعره  ,0.0
ممتاز جدا لمن لا يرغب لتطبيق الفيس تايم  ,0.0
مناسب من حيث السعر والجوده  ,0.0
انصح  ,0.0
من جد حلوووه السماعات ومريحه  ,0.0
ممتاز جدا جدا وانصح بيه لانهم عندهم مصدقيه صحيح تتاخر شويه بس يستاهل بجد ولما اخدتها كان في عرض وكانت ب٢٨  ,0.0
لا يوجد حمايه ضد الماء  لا يوجد شحن سريع  لا يوجد فتحه شاحن Type C  ,0.0
امكانيات عاليه مقارنته بالسعر  ,0.0
عمليه وقويه  ,0.0
