Arabic Reviews,polarity
يجب تغييرها كثيرا  ,0
الاسكرينه نفسها كويسه تركيبها سهل  ,1
تبدو المنتجات طازجه وتستمر لفتره اطول اسم العلامات التجاريه   ,1
فهي ببساطه لا تدوم طويلا  لا يساوي المال   ,0
جميله عمليه  ,1
سعر راءع      جيد للعب الالعاب والجهاز اللوحي الراءع السعر  ,0
جهاز لوحي مثالي للقراءه والتصفح علي الانترنت   ,1
اضطررت استبدال اوقد لدي لسنوات يناسب الفاتوره  الاضاءه الخلفيه اضافه ضخمه لم اكن املكها قبل لا تزال علي الجانب البطيء ولكنها تعمل بشكل مثالي عند القراءه   ,1
كان المنتج في حاله جيده واستمتع به طفلي  ,1
اشتريت واحده زرقاء وبرتقاليه لكل اولادي التوام  يومهم 22 اغسطس  انا لم اعطيهم اوقد  لكنني اقوم بتنزيل عدد قليل الالعاب قبل اعطاءها  الرسومات مذهله  سارت الامور علي ما يرام فانني افكر في شراء اللون البنفسجي لنفسي   ,1
قارء راءع يبدو وكانه افضل تطور يعمل السطوع التلقاءي بشكل جيد ولا يمكن ملاحظته ويشعر بالراحه في اليدين  تعتبر ميزه ضغط الصفحه الجديده راءعه كما الحال مع الملاحظات اللمسيه عند الضغط علي الحافه كما ان زر الطاقه في وضع افضل بكثير والشاشه الزجاجيه تجعل التمرير والضغط علي الاشاره المرجعيه ومناطق ركن الموقع اسهل بكثير  الاضاءه الخلفيه اكثر تجانسا الجيل الاول تطبيق المشكله الوحيده لدي عند عرض كتل سوداء مثل صوره ظليه للشجره لدي ما يشبه بكسل سيء للغايه النوع الوميض  وبالطبع الشيء باهظ الثمن عند مقارنته بالبيبر وايت   ,1
للسعر والعلامه التجاريه مثاليه لا شكاوي علي الاطلاق  ,1
بشكل عام ليس قرصا سيءا  السعر جيد والميزات جميله جدا  شراءها كهديه واستطيع ان اقول احبتها   ,1
عندما اشتريت قرص امازون لم اكن اتوقع ان يفعل كل ما فعله جهاز قبل كسره ولكن الجهاز اللوحي افضل قليلا بالنسبه لي الوصول المواقع بسرعه  ,1
لا تدوم طالما دوراسيل او انرجايزر   ,0
اشتريت لامي البالغه العمر 71 عاما امر راءع بالنسبه لشخص لا يفعل الالكترونيات جيدا  ساكون في غايه يوصي به للكتب ولكن ليس هناك الكثير التخزين لذا مستعدا لشراء بطاقه  ,1
لا يمكن حقا تقديم مراجعه كامله حيث يبدو ان يعمل بشكل صحيح ومع كان المستحيل تثبيت الامان تضمينه  حاولت الاتصال مرات للحصول علي الدعم وتم قطع الاتصال في كل مره  ذهبت اخيرا المتجر للحصول علي الارشادات طباعتها ولكن لا يزال لا يمكن تنزيلها  انتهي الامر بشراء امر راءع ولن اشتريه مره اخري  ,0
افضل كيندل علي كتاب  يعجبني تغيير حجم الحرف وتخزين العديد الكتب وسهوله حمله  احب ان اقرا عندما اسافر وهذه الطريقه اذهب   ,1
شراء هديه لامي  تحبها وتعمل بشكل راءع  ,1
منتج راءع  افضل شراء كان بافضل الاسعار حولها   ,1
الكثير البطاريات بسعر جيد  لكنها لا تدوم طويلا   ,0
المءكد تدوم اطول بمعدل مرات علي الاقل متوسط البطاريات  ,1
الصعب اعداد بريد الكتروني  كما الصعب التنقل حتي تستخدمه لفتره طويله  ,1
لا تعمل النار اوقد اشتريت  لا تبدا او تهمه   ,0
اشتري كهديه عيد الميلاد  تحب  مجموعه صغيره وخفيفه وسريعه وكبيره التطبيقات  بالاضافه لا يمكنك ان تخطء في الضمان   ,1
اشتري الجهاز اللوحي لعمري 1 2 سنه مثالي  الالعاب ومقاطع الفيديو تاتي عليها مناسبه جدا للعمر وكان الجهاز اللوحي متينا للغايه حتي   ,1
كنت ابحث عن شيء صغير يمكنني استخدامه للوصول الانترنت والتحقق رساءل البريد الالكتروني مثالي  ,1
ابنتي لديها عصا النار في منزلها عندما ذهبت لزيارتها واعجبني عندما عدت المنزل ذهبت واشتريت صندوق تلفزيون النار لانه يحتوي علي المزيد الذاكره يعمل بشكل راءع  ,1
دقه راءعه علي الجهاز اللوحي  احب مقاس بوصه ليس كبيرا جدا ولا صغيرا جدا   ,1
ممتاز الجوال انصح به  ,1
     كان السبب الوحيد جعلني اشتري الجهاز اللوحي يمكنني تحميل العابي هاتفي وتشغيلها علي شاشه اكبر ولكن لم اكن ادرك ان منتج امازون لن يقوم بتحميل او دعم العشاءر او لعبه اخري راءعه للغايه      اعتقد انني عالقه فقط مع جهاز لوحي غير مجدي بالنسبه لي  ,0
كما كنت متوقع مميزاته مدهش شكرا لكم  ,1
ممتاز وسريع جدا مع نوت  ,1
 ,1
الاصدار  افضل بكثير الاصدار الاقدم 7   رسومات افضل ومعالج اسرع  ,1
هديه عيد الميلاد لطفل صغير  يحب الهديه   ,1
منتج راءع لتطبيقات الرقابه الابويه لتطبيقات العاب الاطفال للتاكد يمكنك مراقبه الاطفال ومنع عمليات شراء التطبيقات غير المرغوب  ,1
تحفففففففففففففففففههه  ,1
البطاريات لا تدوم طويلا علي الاطلاق مقارنه مع انرجايزر  بعد ايام الاستخدام لم تعد جيده  لقد استغرقت بطاريات اسبوعين حتي عند استخدام نفس الشيء  سوف استخدم المزيد البطاريات لذا فهي في الحقيقه ليست موفره للمال  خاءب الامل   ,0
افضل بكثير قارءي السابق راض للغايه   ,1
لاتوجد شريحه  ,0
كان الاعداد امرا سهلا فنحن نستمتع باستمرار بالموسيقي بجوده مكبر صوت راءعه الكثير التطبيقات لاستخدامها  ,1
الجهاز اللوحي سهل الاستخدام للاطفال وتستمر البطاريه   ,1
قيمه ممتازه يبدو بطاريات ممتازه وحمايه اضافيه ضد التسرب تجعلها افضل ساشتري المزيد  ,1
يحتوي علي الكثير التطبيقات المجانيه ويمكن استخدامه قبل شخص يريد الاتصال بالانترنت في مكان  ,1
احبها  يمكنك تشغيل موسيقي والحصول علي الطقس والاخبار والمعلومات الرياضيه وغير الكثير  انشاء قواءم التسوق والتذكيرات  كما ساعه منبه ويمكن ان تجعل منزلك منزلا ذكيا مع بعض الملحقات   ,1
يعمل المنتج بشكل مثالي لاحتياجات عاءلتنا   ,1
علبه الساعه داءما تغلف بشريط لاصق لونه بني يتلف العلبه عند الفتح   ,1
عنصر راءع لا يمكن ان ينتظر لاضافته والانضمام امازون برايم  ,1
فرض التحديث عند تشغيله لاول مره  يجب ان تنتظر لمده ساعه دون ان تفعل شيء علي الجهاز اللوحي  تجربه مستخدم سيءه حقا   ,0
احب التسوق في احسن الاحوال في افون انديانا  ,0
هناك مساحه كبيره مع الكمبيوتر المحمول وعدد المقصورات الراءعه لكن المواد المصنوعه نوع ما تبدو قاسيه وغير مكلفه  لقد تاثرت بالقدر يمكنني الوصول في حقيبه الظهر ولكن بمجرد تعبءتها شعرت بانها كبيره جدا وضخمه  حقيبتي العاديه حقيبه اصغر تحتوي علي حجيرات اقل ولكن يبدو تحتوي علي قدر كبير الاشياء ولا تبدو كبيره مثل   ,0
موبيل روعه جدا  ,1
فتحات الشاحن وغيره ليست صحيحه  ,0
ممتازه ومفيده  ,1
لايوجد غير الحفاظ علي الريموت الوقوع فقط  ,0
حتي لايوجد  ,0
الجداول سريعه وسهله الاستخدام  احب قراءه الكتب فيه ومشاهده الافلام   ,1
يعمل بشكل جيد لا توجد مشاكل في التدفق  نوصي   ,1
راءحه جميله لاكن لايدوم طويلا  ,0
سابقي موجزا نسبيا  استخدم بطاريات القابله لاعاده الشحن بشكل اساسي لكل شيء تقريبا  في كل مره علي الرغم انني املك شيءا لا يحتاج البطاريات الاكثر تكلفه او يتعرض لظروف اكثر قسوه مثل اجهزه التحكم عن بعد او اجهزه ضبط خراطيم الهواء الخارجيه حيث اريد شيءا يمكن التخلص منه  تعمل بشكل جيد  اريد شراءهم مجددا  ,1
وحده بدايه جيده  سهل الاستخدام للمبتدءين  باسعار منخفضه لتمنحك طعم عالم الكمبيوتر اللوحي   ,0
اللصق فك خلال اقل ساعه جودته ليست بالمستوي المطلوب  ,0
المنتج جهاز لوحي راءع  محدوده في الذاكره والوظيفه   ,1
التوصيل السريع الجديه في التعامل  ,1
سكرينات ممتازه وباءع محترم مره يبعت باءع الاسكرينات بالحاجات اللي معاها وشكرا سوق دوت كوم علي حسن تصرفاتها  ,1
ايجابيات سلبيات قطاعه الثوم المبتكره   ,1
سعر راءع لحريق كيندل  خفيف الوزن وسهل الحمل والاستخدام   ,1
المنتج منتج مبتدء للاطفال وليس شيءا مفيدا لكبار السن  ,0
تعمل كبطاريه عاديه اود ان اقارنها بدوراسيل في دوره الحياه   ,1
تناسب الحقيبه جهاز كمبيوتر محمول 17 3 بشكل مريح للغايه ولكنها تناسبها مع  هناك مساحه كبيره في كل قسم الاقسام المتاحه جانب العديد جيوب الملحقات لتلك العناصر الاصغر  الجيوب الجانبيه الشبكيه كبيره بما يكفي لزجاجه مياه بلاستيكيه قياسيه ولكنها ليست كبيره بما يكفي لزجاجه مياه النالجين مع اخذها في وجهتين واجهت مشاكل معها فساقوم بتحرير تعليقاتي وفقا  كما الحال حقيبه صلبه جيده للسعر وتناسب اجهزه الكمبيوتر المحموله الاكبر حجما   ,1
اشتري الجهاز اللوحي لاطفالي  جيد جدا سهل الاستخدام  ,1
جهاز جبار وسعر جدا راءع سوق كوم شكرا لكم  ,1
لا يمكنك التغلب علي جوده البطاريات غير قابله للشحن مقبوله لك   ,1
منتج جيد مساحته ممتازه وكاميرته اكثر راءعه ولكن ما لا يعجبني منظره وشكله الخارجي  ,0
يعمل المنتج الراءع بشكل راءع وسيعمل التطبيق مع التحديثات المستقبليه لمواكبه العمل الراءع ولدي نفس المعلومات   ,1
سهل الاستخدام  مقاس جيد  قارء الكتروني كبير  ليست باهظه الثمن لدرجه انني اقلق بشان استخدام اطفالي   ,1
مجموعه راءعه للاطفال ابنتي تحبها وتلعبها طوال الوقت   ,1
 ,1
لقد اردت قارء لبضع وانا سعيد جدا لانني اخيرا لدي قارء  مريح للغايه ويسهل حمله والاهم سهل علي العين حتي عندما لا املك نظارتي   ,1
يعملون ولكن اتمني لو انهم صنعوا في الولايات المتحده الامريكيه  ,0
ارغب في شراء بعض الاشياء مثل البطاريات خارج العلامه التجاريه وبكميات كبيره  مره اخري   ,1
كشاحن يعمل ولكنه ليس شيءا مميزا  مع حريق لا يبدو يتم شحنه بشكل اسرع الشاحن القياسي  ولا يتم تضمين كابل    يجب شراء كبل خاص بشركه بشكل منفصل  لم يتم ذكر في الاوصاف   ,0
ابني يحب الجهاز اللوحي  لا يوجد شكاوي  لا يمكنك التغلب علي الجوده السعر  ,1
ممتازه جدا انصح الجميع بها  ,1
يمكنك التحكم في المصابيح والاجهزه الكهرباءيه الاخري باستخدام  ,1
وظيفيه ولكن تاكد تثبيت كبل باحكام في القاعده للحصول علي اتصال   ,0
لست متاكدا طول المده حتي لكنها تبدو جيده حتي  انا احب الصندوق ياتون به قوي ولكن بعد يضعون غلافا بلاستيكيا صلبا علي عبوات البطاريه المءلم ازالتها  اخرج السكين لا تقطع نفسك   ,0
هديه عيد الميلاد جيده لقارء وقت صغير  ستشتري مره اخري  ,1
مسمر الامازون  قراءته متفوقه علي الكتاب  ميزه تحويل الصفحه الجديده تحسن كبير عن الاصدار السابق  يمكنك حمل مكتبه معك اينما ذهبت   ,1
قرص اساسي جيد ولكن لديهم بالفعل مشاكل  ارسلت امازون واحده جديده   ,0
بطاريات يمكنك ان تقول  ,1
افضل منتج فوجءنا بسرور  ,1
ممتاز جدا وذو جوده عاليه ويستاهل قيمته  ,1
الجهاز اللوحي لطيف للغايه وسهل الاستخدام لدي لامي لعيد الميلاد   ,1
اشتريت لابن اخي لعيد الميلاد  بعد قراءه المراجعات اعتقد ان سيكون جهازا جيدا لقراءه الكتب والاستماع الموسيقي   ,1
للاسف كان متوقع ان يكون للشاشه الاماميه حمايه  ,0
السلعه ممتازه وانصح بشراءها  ,1
ما زلت لم احدد بعد صفحه الكتاب انا موجود  لا تهتم حقا بما تبقي الكتاب او بقي لدي دقاءق في فصل  بعد استخدام الزوايه لسنوات عديده امر مرهق  اخبار جيده  طريقه اسهل للحصول علي كتب المكتبه في الشان   ,0
ترقيه الشاشه الاكبر المفتاح بالنسبه لي  امر راءع للاستماع الموسيقي وقراءه الكتب ومشاهده الافلام والرياضه والبرامج التلفزيونيه ولعب الالعاب  ساعات الاسترخاء والترفيه مع اليكسا الامازون الجديده   ,1
اشتريت لابن اخي والانشطه العظيمه واكثر ليعلمها   ,1
تحفه بجدا جميل  ,1
لست متاكدا ما اقول عن باستثناء هيءه المحلفين ما زالت خارج   ,1
غير المرغوب فيه     وفر اموالك     والبطاريات عديمه الفاءده تماما تستمر ساعات كان   ,0
اعتقد ان افضل جهاز امازون سهوله النقل  الجوده تبدو جيده  يعمل بشكل جيد مع عدم وجود مشاكل حتي  سماعه بلوتوث محموله راءعه مع اليكسا   ,1
جميله جدا   اشتريتها مخفضه ولكن سعرها الحالي غالي عليها  ,1
لقد فوجءت بمدي روعه الجهاز اللوحي مدي كلفته المعقوله  السبب الوحيد في عدم اعطاءها نجمه ان كيفيه التنقل مربكه قليلا بخلاف احبها   ,1
رايقه  ,1
جهاز ممتاز ما يحتاج تعريف  ,1
تحب ان قادره علي لعب الالعاب يمكننا تنزيلها  سهل الاستخدام والحجم المثالي   ,1
لقد كان شراء بخير لعمري  انا بالتاكيد لن اجعلها لنفسي  لا يمكنك فعل الكثير حيال   ,0
في كل مره يتم تشغيلها وفي كل مره اذهب الانترنت كان لدي اعلان  كنت سادفع المال مقابل شيء ما فانا بالتاكيد لا اريد الاعلان معه  مجانيه فلا باس الاعلان عني فلا يمكن اغلاق الاعلان  لقد ارجعته   ,0
اشتريت الجهاز اللوحي لامي في عيد ميلادها مءخرا  تحبها وتستخدمها طوال الوقت   ,1
مساحته صغيره والشاشه غير واضحه  ,0
شركه محترمه والمنتج راءع وشكرا علي الاستجابه السريعه ويريت تكونو عند حسن ظن الناسااااااااااااااااااااااااااااااااا  ,1
لدي جهازي يبدو تفتقر ضوابط المنزل اكتشفت ان الاجهزه الاضافيه ضروريه لاستخدام في تكوين مضيف ذكي  علي الرغم محدوديه الوقت حد ما في الوقت الحالي الا انني اتوقع ان يتجاوز جهاز مع الاجهزه الاضافيه الذكيه  سانتظر بدلا ساشتري الاجهزه مرتين   ,0
سعرها ارخص السوق  ,1
غير جيده بالنسبه لسعرها  ,0
لم اكن املك جهازا لوحيا قبل لكني احبه حتي   ,1
انفجرت البطاريه في الشاحن  المنتج عاد لاسترداد كامل   ,0
عمليه وجيده جدا وسعدت بالتعامل معكم  ,1
تستخدم في الغالب للاستماع الموسيقي والتحقق الطقس   ,1
جهاز كيندل ولا يمكنني ان اكون اكثر سعاده  لم استطع ان اصدق انني ساكون سعيدا بشيء صغير جدا ولكنه راءع وسهل الحمل في مكان   ,1
جميله  ,1
حصلنا علي لابننا  يرغب داءما في اللعب علي جهاز لوحي امي لذا اعتقدنا ان سيكون خيارا جيدا  تقوم عمته بالكثير التسوق التقني واشترت نفس الشقيقه لاخته لذا حصلنا علي نفس الشيء  في غضون شهر يتوقف سلك الشحن في الوحدتين عن العمل وبعد بوقت قصير اصبحت المنافذ متقلبه لذا الاحتفاظ بها بشكل صحيح او لا تشحن  وفر اموالك واحصل علي منتج اكثر تكلفه ولكن بجوده افضل   ,0
منتج راءع وانصح شخص فيه بس اتمني الباءعين يبيعوا للاجهزه الاخري زي الHTC Z3     ,1
قرص مبتدء  ليست واجهه راءعه  افضل قرص اكبر حجما  ,0
شكل راءع ويوجد بجوانبها كليبس لتثبيت الغطاء اثناء التنقل عمليه وراءعه  ,1
انصح فيه يعني زين  ,1
سهله الاستخدام وشاشه ساطعه حقا يسهل رءيتها  تستحق المال  ,1
قرص جيد للاطفال 10+  زوجتي تستخدمه للقراءه علي محركات الاقراص الطويله  ,0
رايه جدا ممتاز واشكرك صاحب السعله  ,1
السهل جدا قراءه لا وهج علي الاطلاق السهل النهوض والذهاب   ,1
بالضبط كما معلن  سهله القراءه في الشمس لا وهج علي الشاشه  عمر بطاريه راءع  انا قارء متعطش ولا يلزمني سوي الشحن مره واحده كل بضعه اسابيع  احب ان السطوع قابل للتعديل حتي اتمكن القراءه في السرير بعد ان ينام زوجي دون ازعاجه  لا تجهد عينيك بدون ضوء   ,1
اجمل ناري القديمه  مساحه شاشه افضل للعرض  ,1
 ,1
سلعه راءعه وقيمه والباءع  صادق في الوصف وسلعتك اكثر ممتاز وسيكون تعامل كثير جدا فانا عشاق العملات انصح بقوه في التعامل معه واشكر بشده سوق كوم اعطاني الفرصه في التعرف رغم بعد المسافه بيننا  ,1
ان وضوح الشاشه والنص المضاء الخلف يجعل تحسينا جهازي اللوحي القديم  يمكنني قراءه في الاضاءه المنخفضه والاستمتاع بالالوان  انا استمتع بجهاز الجديد الخاص ولكنه قدم بعض التحديات في تركيبه  اوصي بالحصول علي المساعده في المتجر لتبدا   ,1
حلو وبيحمي الموبايل الصدمات  ,1
انا اشد المعجبين بالصدي بدا الامر وكانني لا افكر فيه  يعجبني كثيرا لكني اشعر بخيبه امل سحب لوظيفه اشعر ان مكبر صوت الصدي الاصلي بدا افضل قليلا واستمع بشكل افضل مع الضوضاء الخلفيه المتعلقه بالمطبخ   ,1
فكره الحذاء جيده  اتمني ان تضعو خيار لاختيار المقاس المناسب  ,0
السهل التنقل  السهل فهم كيفيه تحميل التطبيقات   ,1
اشتري للحفيد لانه كان ارخص قرص الاطفال  اشتري قضيه ويعمل بشكل جيد   ,1
ممتاز حتي التوصيل بوقت مناسب  ,1
اوقد منتج عظيم  لقد استمتعت به حقا   ,1
الصراحه تعبنا الاكواب التقليديه وانا عندي تجارب كثيره مع الاكواب سواءا بانسكابها او سهوله كسرها لكن مع كونتيقو غييير جربتها والان عندي اكثر سنه وبنفس الكفاءه    واشتريت لاسرتي وكان رايهم ايجابي    ومتوفره بعد باشكال والوان جذابه الشي الا نبغاه في الاكواب  ,1
شاحن ممتاز جدا وسريع  ,1
    ,1
اشتريت كهديه عيد الميلاد لابني  سهل الاستخدام للغايه   ,1
لتيوجد كيبل شحن  ,0
علي ما يرام  ,1
جهاز راءع وظيفي جدا الحب سيوصي به  ,1
انا احب اشتريت بالفعل واحده ثانيه لي اخري لتقديمها كهدايا  الصوت راءع السهل جدا تعلم استخدامه  نحب تعدد استخدامات الموسيقي وتعيين المءقتات والانذارات واعطاءي احدث النتاءج الرياضيه لفريقي المفضل وعمل قواءم التسوق والمهام للمشاركه بيننا   ,1
جديد علي الكتب الالكترونيه واجهزه القراءه الالكترونيه والاجهزه اللوحيه المتاحه البحث  اكثر ما احبه في الوزن  الاخف في السوق  وعمر البطاريه  مقاسه بالاسابيع وليس الساعات  والقدره علي استخدامه في ضوء الشمس الساطع  اوصي به للجميع   ,1
نفس المنتج اللي في الصوره اللي بيجيلك والخامه تحفه والوقت سريع  ,1
المنتج كويس وشغال  ,1
بصرف النظر عن حقيقه ان رجل المبيعات اخبرني ان الجهاز اللوحي سيكون قادرا علي الحصول علي التطبيقات نفسها يمكن لجهاز كمبيوتر لوحي الحصول عليها متجر الالعاب كان خطا بشكل مضحك لن يتصل المنتج بالانترنت بشكل صحيح  اضطررت اعاده تعيين الانترنت في كل مره علي الطاوله ليستخدمها ابني بدءا الاول وما بعده  احب ابني امتلاك الجهاز الكهرباءي ولم اعيده لهذه الاسباب ولكن بعد مرور 60 يوما لم يعد الامر يشحن بعد وانا مضطر لاستعادته  علي الاقل اشتريت الضمان لان حرفيا مضيعه كبيره للمال  افضل انفاق 500 علي جهاز لوحي مختلف عن القمامه   ,0
احب الجهاز اللوحي  سهل الاستخدام  وكان السعر علي حق  ,1
مفيد جدا لشخص معاق  يوفر الكثير الخطوات ويتجاوب ومتعه في الاستخدام   ,0
الشاحن ممتاز جدا وسريع الشحن وعملي وبه منفذين شحن     بصراحه اكثر راااااااءع وسعره ممتاز وانصح به بشده           ,1
شراء مكافاه لعمل جيد  كان الاعداد سهلا وكانت الوظيفه مثاليه لاحتياجاتي   ,1
ممتازه وراءعه جدا  ,1
انصح باقتناءها فهي قويه جدا وسعرها مناسب وفتره الشحن طويله     ,1
طفلي يحب الكمبيوتر اللوحي وانا احبه  يبقيها مشغوله بتعلم الالعاب والكتب  ,1
لقد استخدمت البطاريات في العديد الاجهزه ونفادها داءما العصير اسرع بكثير بطاريات العاديه   ,0
جهاز راءع وسهل الاعداد كما ان سهوله الاستخدام للاطفال راءعه   ,1
الصندوق راءع يلبي توقعاتي بالاضافه البعض  تخلت عن كابل وحاولت  انا لا اشاهد الكثير الافلام ولكن الصندوق ياتي مع الكثير التحديدات في رايي اكثر الكبل الاساسي واذا كان لديك المزيد التحديدات فهناك الكثير العروض المجانيه فقط قم بتنزيل التطبيقات   ,1
الجهاز راءع الجهات  ,1
بالتاكيد افضل اوقد بلدي السابق  لست بحاجه لقراءه ضوء بعد  ,1
انا احب الجهاز اللوحي  الحجم يناسب تماما في يد واحده  العرض راءع والتطبيقات المحمله تجعلني اقرا مره اخري  الافضل المطلق   ,1
شراءها حتي اتمكن قطع الكابل الخاص  حتي جيده جدا  سهل الاستخدام   ,1
لطيف جدا  سهل الاستخدام  حصلت عليه للاستخدام مع امازون برايم  السرد العظيم   ,1
لم اكن متاكدا كيفيه عمل الجهاز اللوحي ولكن الحصول علي الجهاز اللوحي كان فكره راءعه  وكان السعر راءع     ,1
ليس ما كنت ابحث لكنهم بخير   ,0
السلعه راءعه جدا وسعرها راءع جدا ومناسب وانصح لاصدقاءي بشراء السلعه الجميله والراءعه والجيده   ,1
انا احب بلادي امازون فاير  عندما اسافر يمكنني داءما الوصول كتابي ورساءل البريد الالكتروني والانترنت وكل في وحده صغيره لطيفه تناسب حقيبتي  يمكنك تكبير الطباعه لتسهيل القراءه  سعيد للغايه وانت متاكد انك لا تستطيع التغلب علي السعر   ,1
بالنسبه للسعر لا يمكنك ان تخطء  اكثر مما تتوقعه جهاز لوحي السعر  ,1
راءع للاطفال  يلعب الافلام والالعاب وغير مكلفه نسبيا  المعالج ليس سريعا تقريبا مثل او ولكنه يكلف جزءا صغيرا السعر ويعمل بشكل راءع للاطفال   ,1
صراحه طوله جيد وسمكه والشحن سريع ماشاء الله فانصحكم فيه بدون تردد صراحه  ,1
سهل الاعداد والاستخدام  كان المدهش مدي قدرته علي الاجابه عن بعض الاسءله العشواءيه  لقد اخطات في اخبار احفادي تتراوح اعمارهم بين 3 8 بكيفيه استخدامها  عندما يزوروننا نسمع اليكسا يجيب  كم وزن الارض  عشرات المرات ويجب الاستماع موسيقي  Kidsbop    صحيح ليس لدينا سيطره عليهم    ,1
كفاءه عاليه جدا وسهله الاستخدام وتستطيع ان تستخدمها في الارسال السعر ممتاز وميزه الهواءي تستطيع اطالته بسلك دش عادي وتستطيع ان تنزعها بسهوله تسخدمها قت الحاجه علي اكثر جهاز مع ميزه اليو اس  ,1
انا فقط ولكن اجل السعر  لن اقوم بتداولها اجل  ,0
 ,1
يعمل بشكل جيد عندما تتحدث بصوت عال وواضح  سهل الاعداد فقط استخدم هاتفك واضف كلمه مرور  ,1
صفقه عظيمه  تدوم طويلا مثل بطاريات  اسم علامه تجاريه  اخري   ,1
الجوده جيده ويعمل البلوتوث بشكل جيد ولكن قطع الاتصال به في بعض الاحيان ربما لانه لم يتم شحنه   ,1
اشترينا لحفيدتي البالغه العمر  لا يمكن ان يكون اختيار افضل  لقد تعمل في وقت قصير وتحبها تماما في الواقع عندما بدات زوجتي  لديها طراز قديم حريق لوحي  باللعب بها اعجبت بقدراتها لدرجه تريد واحده لنفسها  مع شراءنا   ,1
كان لدي النار واحببته للاسف تضررت ولم استطع استبداله  اشتريت وتبادلت فرق الدفع مقابل 10  لم يكن لدي خيارات كثيره اعتدت عليها      ,0
التوصيل سريع والمنتج مطابق للوصف  ,1
لا تدوم البطاريات طالما ان بطاريات ماركه سام او كوستكو   ,0
استبدال تدفق جيد سهل الاستخدام بصمه مدمجه   ,1
اعتقد علي ما يرام     التطبيقات بحاجه التحديث  امازون لن يقوم بتحديثها او لا يمكنه هناك مركز المساعده لم يفعل شيءا   ,0
تبدو البطاريات جيده حقا فهي تصمد طالما ان علامات تجاريه نستخدمها في اجهزه الراديو ثناءيه الاتجاه والمصابيح الاماميه الخاصه  ,1
سهل العرض في مستويات الضوء  واجهه سهله وتحميل الكتب سريع   ,1
قوي متين  ,0
لا انصح به ما استفدت منه رميته استخدام به ما استفدت منه  ,0
اشتريت ليحل محل 3  احب بالتاكيد جهاز 8  كان السهل اعداده السهل جدا العثور علي طريقي  السبب الوحيد ادي خلع نجمه واحده انني وجدت بعض التطبيقات غير متاحه ولكن حتي المعلومات قراتها علي الانترنت هناك طرق لحل المشكله   ,1
بسعاده غامره مع سهوله الاستخدام السهل التنقل  كنت اتمني لو انني بدات بجهاز لوحي مثل فقد كان سيوفر لي الكثير الاحباط   ,1
تحب العاءله لانها تستطيع التواصل مع الجهاز وتطلب منه تشغيل اغانيها او اسءلتها المفضله او شيء يمكنك البحث في    حتي النكات   ,0
راءعه لعمري تحبها     سعر راءع ومنتج راءع      ,1
منتج جيد بسعر مناسب جدا مطابق للمواصفات حسب الاعلان زمن التسليم قياسي  ,1
السلام عليكم     ,1
 ,1
اشتري الجمعه السوداء  جوده البناء راءعه  العرض جيد حقا  اشتريت جهاز لوحي في في عام 2014 يفجره تماما  العرض جيد  التطبيقات جيده  ربما بطيء بعض الشيء  ليس سريعا لاجهزه الكمبيوتر المحمول  ولكن علي السرعات مرضيه  نوصي بالتاكيد  ساشتري بالسعر الكامل وما زلت منبهرا   ,1
